,Owner,No_BHK,Location,price,sqfeet
1872,AGENT,Residential Plot,Shadnagar, 90.01 L,"1,667 / sq ft"
1873,AGENT,Residential Plot,Shadnagar, 90.01 L,"1,667 / sq ft"
1874,AGENT,Residential Plot,Shadnagar, 66.01 L,"1,667 / sq ft"
1875,AGENT,Residential Plot,Shadnagar, 66.01 L,"1,667 / sq ft"
1876,AGENT,Residential Plot,Shadnagar, 49.5 L,"1,667 / sq ft"
1877,AGENT,Residential Plot,Shadnagar, 49.5 L,"1,667 / sq ft"
1878,AGENT,Residential Plot,Shadnagar, 1.5 Cr,"1,667 / sq ft"
1879,AGENT,Residential Plot,Shadnagar, 1.5 Cr,"1,667 / sq ft"
1880,AGENT,3 BHK Apartment,Kondapur, 1.91 Cr,"7,500 / sq ft"
1881,AGENT,3 BHK Apartment,Kondapur, 1.92 Cr,"7,500 / sq ft"
1882,AGENT,3 BHK Apartment,Kondapur, 1.92 Cr,"7,500 / sq ft"
1883,AGENT,3 BHK Apartment,Kondapur, 1.91 Cr,"7,500 / sq ft"
1884,AGENT,3 BHK Apartment,Kondapur, 1.91 Cr,"7,500 / sq ft"
1885,AGENT,3 BHK Apartment,Kondapur, 1.92 Cr,"7,500 / sq ft"
1886,AGENT,3 BHK Apartment,Kondapur, 1.92 Cr,"7,500 / sq ft"
1887,AGENT,3 BHK Apartment,Kondapur, 1.92 Cr,"7,500 / sq ft"
1888,AGENT,3 BHK Apartment,Kondapur, 1.92 Cr,"7,500 / sq ft"
1889,AGENT,3 BHK Apartment,Kondapur, 1.46 Cr,"7,500 / sq ft"
1890,AGENT,3 BHK Apartment,Kondapur, 1.46 Cr,"7,500 / sq ft"
1891,AGENT,2 BHK Apartment,Kondapur, 1.07 Cr,"7,500 / sq ft"
1892,AGENT,2 BHK Apartment,Kondapur, 1.07 Cr,"7,500 / sq ft"
1893,AGENT,2 BHK Apartment,Kondapur, 1.02 Cr,"7,500 / sq ft"
1894,AGENT,2 BHK Apartment,Kondapur, 1.02 Cr,"7,500 / sq ft"
1895,AGENT,3 BHK Apartment,Kondapur, 1.44 Cr,"7,500 / sq ft"
1896,AGENT,3 BHK Apartment,Kondapur, 1.44 Cr,"7,500 / sq ft"
1897,AGENT,3 BHK Apartment,Kondapur, 1.57 Cr,"7,500 / sq ft"
1898,AGENT,3 BHK Apartment,Kondapur, 1.57 Cr,"7,500 / sq ft"
1899,AGENT,3 BHK Apartment,Kondapur, 1.57 Cr,"7,500 / sq ft"
1900,AGENT,3 BHK Apartment,Kondapur, 1.57 Cr,"7,500 / sq ft"
1901,AGENT,2 BHK Apartment,Kondapur, 1.09 Cr,"7,500 / sq ft"
1902,AGENT,2 BHK Apartment,Kondapur, 1.09 Cr,"7,500 / sq ft"
1903,AGENT,2 BHK Apartment,Kondapur, 1.04 Cr,"7,500 / sq ft"
1904,AGENT,2 BHK Apartment,Kondapur, 1.04 Cr,"7,500 / sq ft"
1905,AGENT,3 BHK Apartment,Kondapur, 1.44 Cr,"7,500 / sq ft"
1906,AGENT,3 BHK Apartment,Kondapur, 1.44 Cr,"7,500 / sq ft"
1907,AGENT,3 BHK Apartment,Kondapur, 1.44 Cr,"7,500 / sq ft"
1908,AGENT,3 BHK Apartment,Kondapur, 1.44 Cr,"7,500 / sq ft"
1909,AGENT,2 BHK Apartment,Nallakunta, 57 L,"5,428 / sq ft"
1910,AGENT,2 BHK Apartment,Nallakunta, 57 L,"5,428 / sq ft"
1911,AGENT,Residential Plot,Gurram Guda, 40 L,"2,777 / sq ft"
1912,AGENT,3 BHK Apartment,Nanakramguda, 2.09 Cr,"8,500 / sq ft"
1913,AGENT,Residential Plot,Medchal, 40 L,"26,666 / sq ft"
1914,AGENT,Residential Plot,Toopran, 15 L,"10,000 / sq ft"
1915,AGENT,Residential Plot,Sangareddy, 39.5 L,"2,628 / sq ft"
1916,AGENT,Residential Plot,Maheshwaram, 25.99 L,"1,444 / sq ft"
1917,AGENT,Residential Plot,Maheshwaram, 25.99 L,"1,444 / sq ft"
1918,AGENT,Residential Plot,Maheshwaram, 23.13 L,"1,444 / sq ft"
1919,AGENT,Residential Plot,Maheshwaram, 23.13 L,"1,444 / sq ft"
1920,AGENT,Residential Plot,Maheshwaram, 25.99 L,"1,444 / sq ft"
1921,AGENT,Residential Plot,Maheshwaram, 25.99 L,"1,444 / sq ft"
1922,AGENT,Residential Plot,Maheshwaram, 23.13 L,"1,444 / sq ft"
1923,AGENT,Residential Plot,Maheshwaram, 23.13 L,"1,444 / sq ft"
1924,AGENT,Residential Plot,Maheshwaram, 21.7 L,"1,444 / sq ft"
1925,AGENT,Residential Plot,Maheshwaram, 21.7 L,"1,444 / sq ft"
1926,AGENT,Residential Plot,Maheshwaram, 20.79 L,"1,444 / sq ft"
1927,AGENT,Residential Plot,Maheshwaram, 20.79 L,"1,444 / sq ft"
1928,AGENT,Residential Plot,Maheshwaram, 23.78 L,"1,444 / sq ft"
1929,AGENT,Residential Plot,Maheshwaram, 23.78 L,"1,444 / sq ft"
1930,AGENT,Residential Plot,Maheshwaram, 19.49 L,"1,444 / sq ft"
1931,AGENT,Residential Plot,Maheshwaram, 19.49 L,"1,444 / sq ft"
1932,AGENT,Residential Plot,Maheshwaram, 17.54 L,"1,444 / sq ft"
1933,AGENT,Residential Plot,Maheshwaram, 17.54 L,"1,444 / sq ft"
1934,AGENT,Residential Plot,Maheshwaram, 32.49 L,"1,444 / sq ft"
1935,AGENT,Residential Plot,Maheshwaram, 32.49 L,"1,444 / sq ft"
1936,AGENT,Residential Plot,Maheshwaram, 34.69 L,"1,444 / sq ft"
1937,AGENT,Residential Plot,Maheshwaram, 34.69 L,"1,444 / sq ft"
1938,AGENT,Residential Plot,Maheshwaram, 24.95 L,"1,444 / sq ft"
1939,AGENT,Residential Plot,Maheshwaram, 24.95 L,"1,444 / sq ft"
1940,AGENT,3 BHK Apartment,Jubilee Hills, 3.2 Cr,"9,876 / sq ft"
1941,AGENT,2 BHK Apartment,Bachupally, 63.18 L,"5,200 / sq ft"
1942,AGENT,2 BHK Apartment,Bachupally, 63.18 L,"5,200 / sq ft"
1943,AGENT,2 BHK Apartment,Bachupally, 63.18 L,"5,200 / sq ft"
1944,AGENT,2 BHK Apartment,Bachupally, 63.18 L,"5,200 / sq ft"
1945,AGENT,3 BHK Apartment,Bachupally, 93.08 L,"5,200 / sq ft"
1946,AGENT,3 BHK Apartment,Bachupally, 93.08 L,"5,200 / sq ft"
1947,AGENT,3 BHK Apartment,Bachupally, 65.78 L,"5,200 / sq ft"
1948,AGENT,3 BHK Apartment,Bachupally, 65.78 L,"5,200 / sq ft"
1949,AGENT,2 BHK Apartment,Bachupally, 69.16 L,"5,200 / sq ft"
1950,AGENT,2 BHK Apartment,Bachupally, 69.16 L,"5,200 / sq ft"
1951,AGENT,2 BHK Apartment,Champapet, 50.62 L,"3,900 / sq ft"
1952,AGENT,2 BHK Apartment,Isnapur, 46 L,"4,227 / sq ft"
1953,AGENT,3 BHK Apartment,Hafeezpet, 1.7 Cr,"8,056 / sq ft"
1954,AGENT,2 BHK Apartment,Indresham, 41.35 L,"3,800 / sq ft"
1955,AGENT,2 BHK Apartment,Narsingi, 83 L,"6,613 / sq ft"
1956,AGENT,2 BHK Apartment,Manikonda, 83 L,"6,613 / sq ft"
1957,AGENT,2 BHK Apartment,Indresham, 45 L,"4,285 / sq ft"
1958,AGENT,2 BHK Apartment,Indresham, 46 L,"4,227 / sq ft"
1959,AGENT,3 BHK Apartment,Narsingi, 1.25 Cr,"5,882 / sq ft"
1960,AGENT,2 BHK Apartment,Indresham, 41.5 L,"3,814 / sq ft"
1961,AGENT,3 BHK Apartment,Kokapet, 1.28 Cr,"6,500 / sq ft"
1962,AGENT,3 BHK Apartment,Manikonda, 78 L,"6,215 / sq ft"
1963,AGENT,3 BHK Apartment,Manikonda, 1.03 Cr,"6,700 / sq ft"
1964,AGENT,2 BHK Apartment,Manikonda, 82.75 L,"6,700 / sq ft"
1965,AGENT,3 BHK Apartment,Manikonda, 1.27 Cr,"7,000 / sq ft"
1966,AGENT,2 BHK Apartment,Indresham, 40 L,"3,791 / sq ft"
1967,AGENT,3 BHK Apartment,Manikonda, 88.5 L,"6,210 / sq ft"
1968,AGENT,2 BHK Apartment,Manikonda, 72.5 L,"6,196 / sq ft"
1969,AGENT,3 BHK Apartment,Kokapet, 1.27 Cr,"6,500 / sq ft"
1970,AGENT,2 BHK Apartment,Manikonda, 85.4 L,"7,000 / sq ft"
1971,AGENT,2 BHK Apartment,Manikonda, 72.5 L,"6,196 / sq ft"
1972,AGENT,3 BHK Apartment,Kollur, 66 L,"4,000 / sq ft"
1973,AGENT,3 BHK Apartment,Kokapet, 1.39 Cr,"6,500 / sq ft"
1974,AGENT,2 BHK Apartment,Manikonda, 91.7 L,"7,000 / sq ft"
1975,AGENT,3 BHK Apartment,Narsingi, 1.4 Cr,"6,436 / sq ft"
1976,AGENT,3 BHK Apartment,Kokapet, 1.49 Cr,"6,500 / sq ft"
1977,AGENT,3 BHK Apartment,Manikonda, 1.1 Cr,"7,000 / sq ft"
1978,AGENT,2 BHK Apartment,Uppal Kalan, 44.5 L,"3,702 / sq ft"
1979,AGENT,2 BHK Apartment,Karmanghat, 41 L,"3,618 / sq ft"
1980,AGENT,3 BHK Apartment,Santoshnagar, 54.75 L,"3,900 / sq ft"
1981,AGENT,2 BHK Apartment,Kapra, 47 L,"3,939 / sq ft"
1982,AGENT,2 BHK Apartment,Champapet, 47 L,"3,923 / sq ft"
1983,AGENT,2 BHK Apartment,Boduppal, 44.47 L,"3,700 / sq ft"
1984,AGENT,2 BHK Apartment,Champapet, 41.84 L,"4,000 / sq ft"
1985,AGENT,2 BHK Apartment,Karmanghat, 41.82 L,"3,999 / sq ft"
1986,AGENT,2 BHK Apartment,Champapet, 40.78 L,"3,899 / sq ft"
1987,VERIFIED OWNER,Residential Plot,Thimmapur, 28.5 L,"1,583 / sq ft"
1988,VERIFIED OWNER,Residential Plot,Thimmapur, 18 L,"1,666 / sq ft"
1989,VERIFIED OWNER,Residential Plot,Shadnagar, 29 L,"1,611 / sq ft"
1990,VERIFIED OWNER,Residential Plot,Nandigam, 54 L,"2,400 / sq ft"
1991,VERIFIED OWNER,Residential Plot,Adarsh Nagar, 29 L,"14,572 / sq ft"
1992,VERIFIED OWNER,Residential Plot,Nampally, 28 L,"15,555 / sq ft"
1993,VERIFIED OWNER,Residential Plot,Gowdavalli, 22.5 L,"15,000 / sq ft"
1994,VERIFIED OWNER,Residential Plot,Bongloor, 47.25 L,"1,500 / sq ft"
1995,VERIFIED OWNER,Residential Plot,Bongloor, 47.25 L,"1,500 / sq ft"
1996,VERIFIED OWNER,Residential Plot,Bongloor, 22.14 L,"1,500 / sq ft"
1997,VERIFIED OWNER,Residential Plot,Bongloor, 22.14 L,"1,500 / sq ft"
1998,VERIFIED OWNER,Residential Plot,Bongloor, 27 L,"1,500 / sq ft"
1999,VERIFIED OWNER,Residential Plot,Bongloor, 27 L,"1,500 / sq ft"
