,Owner,No_BHK,Location,price,sqfeet
316,BUILDER,3 BHK Apartment,Kollur, 98.29 L,"5,299 / sq ft"
317,BUILDER,3 BHK Apartment,Kollur, 98.29 L,"5,299 / sq ft"
318,BUILDER,3 BHK Apartment,Kollur, 87.69 L,"5,299 / sq ft"
319,BUILDER,3 BHK Apartment,Kollur, 87.69 L,"5,299 / sq ft"
320,BUILDER,4 BHK Villa,Mamidipally, 7.35 Cr,"12,000 / sq ft"
321,BUILDER,4 BHK Villa,Mamidipally, 7.32 Cr,"12,000 / sq ft"
322,BUILDER,3 BHK Apartment,Jeedimetla, 92.12 L,"5,500 / sq ft"
323,BUILDER,3 BHK Apartment,Jeedimetla, 1.08 Cr,"5,500 / sq ft"
324,BUILDER,3 BHK Apartment,Jeedimetla, 1.04 Cr,"5,500 / sq ft"
325,BUILDER,3 BHK Apartment,Jeedimetla, 92.12 L,"5,500 / sq ft"
326,BUILDER,3 BHK Apartment,Jeedimetla, 92.12 L,"5,500 / sq ft"
327,BUILDER,3 BHK Apartment,Jeedimetla, 1.1 Cr,"5,500 / sq ft"
328,BUILDER,3 BHK Apartment,Jeedimetla, 1.1 Cr,"5,500 / sq ft"
329,BUILDER,3 BHK Apartment,Jeedimetla, 1.09 Cr,"5,500 / sq ft"
330,BUILDER,3 BHK Apartment,Jeedimetla, 1.09 Cr,"5,500 / sq ft"
331,BUILDER,3 BHK Apartment,Jeedimetla, 96.8 L,"5,500 / sq ft"
332,BUILDER,3 BHK Apartment,Jeedimetla, 96.8 L,"5,500 / sq ft"
333,BUILDER,3 BHK Apartment,Jeedimetla, 91.57 L,"5,500 / sq ft"
334,BUILDER,3 BHK Apartment,Jeedimetla, 91.57 L,"5,500 / sq ft"
335,BUILDER,3 BHK Apartment,Jeedimetla, 1.08 Cr,"5,500 / sq ft"
336,BUILDER,3 BHK Apartment,Jeedimetla, 1.08 Cr,"5,500 / sq ft"
337,BUILDER,3 BHK Apartment,Jeedimetla, 1.04 Cr,"5,500 / sq ft"
338,BUILDER,3 BHK Apartment,Jeedimetla, 1.04 Cr,"5,500 / sq ft"
339,BUILDER,3 BHK Apartment,Jeedimetla, 97.9 L,"5,500 / sq ft"
340,BUILDER,3 BHK Apartment,Jeedimetla, 1.09 Cr,"5,500 / sq ft"
341,BUILDER,3 BHK Apartment,Jeedimetla, 96.8 L,"5,500 / sq ft"
342,BUILDER,3 BHK Apartment,Jeedimetla, 85.8 L,"5,500 / sq ft"
343,BUILDER,2 BHK Apartment,Jeedimetla, 67.92 L,"5,500 / sq ft"
344,BUILDER,3 BHK Apartment,Jeedimetla, 91.57 L,"5,500 / sq ft"
345,AGENT,2 BHK Apartment,Pragathi Nagar Kukatpally, 55 L,"5,188 / sq ft"
346,AGENT,2 BHK Apartment,Pragathi Nagar Kukatpally, 52 L,"4,684 / sq ft"
347,AGENT,2 BHK Apartment,Pragathi Nagar Kukatpally, 53 L,"4,774 / sq ft"
348,AGENT,2 BHK Apartment,Pragathi Nagar Kukatpally, 53 L,"4,472 / sq ft"
349,AGENT,2 BHK Apartment,Pragathi Nagar Kukatpally, 53 L,"4,711 / sq ft"
350,AGENT,2 BHK Apartment,Pragathi Nagar Kukatpally, 37 L,"3,700 / sq ft"
351,AGENT,2 BHK Apartment,Pragathi Nagar Kukatpally, 53 L,"4,472 / sq ft"
352,AGENT,2 BHK Apartment,Pragathi Nagar Kukatpally, 35 L,"3,500 / sq ft"
353,AGENT,2 BHK Apartment,Pragathi Nagar Kukatpally, 37 L,"3,700 / sq ft"
354,AGENT,2 BHK Apartment,Pragathi Nagar Kukatpally, 54 L,"4,518 / sq ft"
355,AGENT,2 BHK Apartment,Bowrampet, 37 L,"3,700 / sq ft"
356,AGENT,2 BHK Apartment,Bowrampet, 37 L,"3,700 / sq ft"
357,AGENT,2 BHK Apartment,Bowrampet, 37 L,"3,700 / sq ft"
358,AGENT,2 BHK Apartment,Pragathi Nagar Kukatpally, 52 L,"4,727 / sq ft"
359,AGENT,3 BHK Villa,Kompally, 1.55 Cr,"6,141 / sq ft"
360,AGENT,2 BHK Apartment,Pragathi Nagar Kukatpally, 53 L,"4,818 / sq ft"
361,AGENT,2 BHK Apartment,Bachupally, 44 L,"3,826 / sq ft"
362,AGENT,3 BHK Villa,Bowrampet, 1.67 Cr,"7,046 / sq ft"
363,AGENT,2 BHK Apartment,Pragathi Nagar Kukatpally, 61 L,"5,398 / sq ft"
364,AGENT,2 BHK Apartment,Miyapur, 68 L,"5,913 / sq ft"
365,AGENT,2 BHK Apartment,Miyapur, 68.5 L,"5,614 / sq ft"
366,AGENT,2 BHK Apartment,Pragathi Nagar Kukatpally, 52 L,"4,727 / sq ft"
367,BUILDER,2 BHK Apartment,Kollur, 69.91 L,"5,399 / sq ft"
368,BUILDER,2 BHK Apartment,Kollur, 69.91 L,"5,399 / sq ft"
369,BUILDER,3 BHK Apartment,Kollur, 86.11 L,"5,399 / sq ft"
370,BUILDER,3 BHK Apartment,Kollur, 86.11 L,"5,399 / sq ft"
371,BUILDER,3 BHK Apartment,Kollur, 1.18 Cr,"5,399 / sq ft"
372,BUILDER,3 BHK Apartment,Kollur, 1.18 Cr,"5,399 / sq ft"
373,BUILDER,3 BHK Apartment,Kollur, 80.71 L,"5,399 / sq ft"
374,BUILDER,3 BHK Apartment,Kollur, 80.71 L,"5,399 / sq ft"
375,BUILDER,3 BHK Apartment,Kollur, 1.02 Cr,"5,399 / sq ft"
376,BUILDER,3 BHK Apartment,Kollur, 1.02 Cr,"5,399 / sq ft"
377,AGENT,2 BHK Apartment,Pragathi Nagar Kukatpally, 56 L,"5,045 / sq ft"
378,AGENT,2 BHK Apartment,Pragathi Nagar Kukatpally, 57.36 L,"4,800 / sq ft"
379,AGENT,3 BHK Apartment,Kukatpally, 1.1 Cr,"5,500 / sq ft"
380,AGENT,2 BHK Apartment,Kukatpally, 60.18 L,"5,677 / sq ft"
381,AGENT,2 BHK Apartment,Nizampet, 99.4 L,"5,522 / sq ft"
382,AGENT,3 BHK Apartment,Pragathi Nagar Kukatpally, 66.5 L,"4,156 / sq ft"
383,AGENT,2 BHK Apartment,Nizampet, 62 L,"5,511 / sq ft"
384,AGENT,2 BHK Apartment,Pragathi Nagar Kukatpally, 55 L,"4,721 / sq ft"
385,AGENT,2 BHK Apartment,Pragathi Nagar Kukatpally, 51 L,"4,250 / sq ft"
386,AGENT,2 BHK Apartment,Pragathi Nagar Kukatpally, 58 L,"5,000 / sq ft"
387,AGENT,3 BHK Apartment,Pragathi Nagar Kukatpally, 56 L,"3,957 / sq ft"
388,AGENT,3 BHK Apartment,Tellapur, 1.54 Cr,"7,199 / sq ft"
389,AGENT,5 BHK Apartment,Tellapur, 3.55 Cr,"7,199 / sq ft"
390,AGENT,5 BHK Apartment,Tellapur, 3.55 Cr,"7,199 / sq ft"
391,AGENT,5 BHK Apartment,Tellapur, 3.93 Cr,"7,199 / sq ft"
392,AGENT,5 BHK Apartment,Tellapur, 3.93 Cr,"7,199 / sq ft"
393,AGENT,5 BHK Apartment,Tellapur, 4.29 Cr,"7,199 / sq ft"
394,AGENT,5 BHK Apartment,Tellapur, 4.29 Cr,"7,199 / sq ft"
395,AGENT,4 BHK Independent House,Tellapur, 2.56 Cr,"7,199 / sq ft"
396,AGENT,4 BHK Independent House,Tellapur, 2.56 Cr,"7,199 / sq ft"
397,AGENT,3 BHK Apartment,Tellapur, 1.21 Cr,"7,199 / sq ft"
398,AGENT,3 BHK Apartment,Tellapur, 1.21 Cr,"7,199 / sq ft"
399,AGENT,5 BHK Apartment,Tellapur, 4.16 Cr,"7,199 / sq ft"
400,AGENT,5 BHK Apartment,Tellapur, 4.16 Cr,"7,199 / sq ft"
401,AGENT,3 BHK Apartment,Tellapur, 1.53 Cr,"7,199 / sq ft"
402,AGENT,3 BHK Apartment,Tellapur, 1.53 Cr,"7,199 / sq ft"
403,AGENT,5 BHK Apartment,Tellapur, 4.58 Cr,"7,199 / sq ft"
404,AGENT,5 BHK Apartment,Tellapur, 4.58 Cr,"7,199 / sq ft"
405,AGENT,5 BHK Apartment,Tellapur, 4.58 Cr,"7,199 / sq ft"
406,AGENT,5 BHK Apartment,Tellapur, 4.58 Cr,"7,199 / sq ft"
407,AGENT,5 BHK Apartment,Tellapur, 5.52 Cr,"7,199 / sq ft"
408,AGENT,5 BHK Apartment,Tellapur, 5.52 Cr,"7,199 / sq ft"
409,AGENT,4 BHK Independent House,Tellapur, 3.62 Cr,"7,199 / sq ft"
410,AGENT,4 BHK Independent House,Tellapur, 3.62 Cr,"7,199 / sq ft"
411,AGENT,3 BHK Apartment,Tellapur, 1.34 Cr,"7,199 / sq ft"
412,AGENT,3 BHK Apartment,Tellapur, 1.34 Cr,"7,199 / sq ft"
413,AGENT,5 BHK Apartment,Tellapur, 3.81 Cr,"7,199 / sq ft"
414,AGENT,5 BHK Apartment,Tellapur, 3.81 Cr,"7,199 / sq ft"
415,AGENT,3 BHK Apartment,Tellapur, 1.57 Cr,"7,199 / sq ft"
416,AGENT,3 BHK Apartment,Tellapur, 1.57 Cr,"7,199 / sq ft"
417,AGENT,4 BHK Independent House,Tellapur, 2.83 Cr,"7,199 / sq ft"
418,AGENT,4 BHK Independent House,Tellapur, 2.83 Cr,"7,199 / sq ft"
419,AGENT,3 BHK Apartment,Tellapur, 1.29 Cr,"7,199 / sq ft"
420,AGENT,3 BHK Apartment,Tellapur, 1.29 Cr,"7,199 / sq ft"
421,AGENT,5 BHK Apartment,Tellapur, 4.63 Cr,"7,199 / sq ft"
422,AGENT,5 BHK Apartment,Tellapur, 4.63 Cr,"7,199 / sq ft"
423,AGENT,3 BHK Apartment,Tellapur, 1.58 Cr,"7,199 / sq ft"
424,AGENT,3 BHK Apartment,Tellapur, 1.58 Cr,"7,199 / sq ft"
425,BUILDER,3 BHK Apartment,Gundlapochampally, 1.18 Cr,"6,100 / sq ft"
426,BUILDER,2 BHK Apartment,Gundlapochampally, 78.41 L,"6,102 / sq ft"
427,BUILDER,2 BHK Apartment,Gundlapochampally, 78.41 L,"6,102 / sq ft"
428,BUILDER,3 BHK Apartment,Gundlapochampally, 1.35 Cr,"6,100 / sq ft"
429,BUILDER,3 BHK Apartment,Gundlapochampally, 1.35 Cr,"6,100 / sq ft"
430,BUILDER,3 BHK Apartment,Gundlapochampally, 1.16 Cr,"6,100 / sq ft"
431,BUILDER,3 BHK Apartment,Gundlapochampally, 1.16 Cr,"6,100 / sq ft"
432,BUILDER,3 BHK Apartment,Gundlapochampally, 88.14 L,"6,100 / sq ft"
433,BUILDER,3 BHK Apartment,Gundlapochampally, 88.14 L,"6,100 / sq ft"
434,BUILDER,3 BHK Apartment,Gundlapochampally, 1.04 Cr,"6,100 / sq ft"
435,BUILDER,3 BHK Apartment,Gundlapochampally, 1.04 Cr,"6,100 / sq ft"
436,BUILDER,3 BHK Apartment,Gundlapochampally, 1.32 Cr,"6,100 / sq ft"
437,BUILDER,3 BHK Apartment,Gundlapochampally, 1.32 Cr,"6,100 / sq ft"
438,BUILDER,3 BHK Apartment,Gundlapochampally, 1.03 Cr,"6,100 / sq ft"
439,BUILDER,3 BHK Apartment,Gundlapochampally, 1.03 Cr,"6,100 / sq ft"
440,BUILDER,2 BHK Apartment,Kollur, 69.26 L,"5,349 / sq ft"
441,BUILDER,2 BHK Apartment,Kollur, 63.92 L,"5,349 / sq ft"
442,BUILDER,2 BHK Apartment,Kollur, 63.92 L,"5,349 / sq ft"
443,BUILDER,3 BHK Apartment,Kollur, 1.02 Cr,"5,349 / sq ft"
444,BUILDER,3 BHK Apartment,Kollur, 1.02 Cr,"5,349 / sq ft"
445,BUILDER,3 BHK Apartment,Kollur, 86.92 L,"5,349 / sq ft"
446,BUILDER,3 BHK Apartment,Kollur, 86.92 L,"5,349 / sq ft"
447,BUILDER,3 BHK Apartment,Kollur, 76.49 L,"5,349 / sq ft"
448,BUILDER,3 BHK Apartment,Kollur, 76.49 L,"5,349 / sq ft"
449,BUILDER,3 BHK Apartment,Patancheru, 74.73 L,"5,300 / sq ft"
450,BUILDER,3 BHK Apartment,Patancheru, 74.73 L,"5,300 / sq ft"
451,BUILDER,2 BHK Apartment,Patancheru, 50.35 L,"5,300 / sq ft"
452,BUILDER,2 BHK Apartment,Patancheru, 50.35 L,"5,300 / sq ft"
453,BUILDER,2 BHK Apartment,Patancheru, 49.82 L,"5,300 / sq ft"
454,BUILDER,2 BHK Apartment,Patancheru, 49.82 L,"5,300 / sq ft"
455,BUILDER,3 BHK Apartment,Patancheru, 71.55 L,"5,300 / sq ft"
456,BUILDER,3 BHK Apartment,Patancheru, 71.55 L,"5,300 / sq ft"
457,BUILDER,2 BHK Apartment,Patancheru, 56.18 L,"5,300 / sq ft"
458,BUILDER,2 BHK Apartment,Patancheru, 56.18 L,"5,300 / sq ft"
459,BUILDER,2 BHK Apartment,Patancheru, 58.3 L,"5,300 / sq ft"
460,BUILDER,2 BHK Apartment,Patancheru, 58.3 L,"5,300 / sq ft"
461,BUILDER,2 BHK Apartment,Patancheru, 49.29 L,"5,300 / sq ft"
462,BUILDER,2 BHK Apartment,Patancheru, 49.29 L,"5,300 / sq ft"
463,BUILDER,4 BHK Villa,Hayathnagar, 1.89 Cr,"7,480 / sq ft"
464,BUILDER,4 BHK Villa,Hayathnagar, 1.89 Cr,"7,480 / sq ft"
465,BUILDER,4 BHK Villa,Hayathnagar, 2.13 Cr,"7,469 / sq ft"
466,BUILDER,4 BHK Villa,Hayathnagar, 2.13 Cr,"7,469 / sq ft"
467,BUILDER,4 BHK Villa,Hayathnagar, 1.88 Cr,"7,485 / sq ft"
468,BUILDER,4 BHK Villa,Hayathnagar, 1.88 Cr,"7,485 / sq ft"
469,BUILDER,4 BHK Villa,Hayathnagar, 1.65 Cr,"7,494 / sq ft"
470,BUILDER,4 BHK Villa,Hayathnagar, 1.65 Cr,"7,494 / sq ft"
471,BUILDER,3 BHK Villa,Gagillapur, 1.36 Cr,"5,965 / sq ft"
472,BUILDER,3 BHK Villa,Gagillapur, 1.49 Cr,"5,984 / sq ft"
473,BUILDER,3 BHK Villa,Gagillapur, 1.26 Cr,"6,000 / sq ft"
474,BUILDER,3 BHK Villa,Gagillapur, 1.19 Cr,"5,970 / sq ft"
475,BUILDER,3 BHK Villa,Gagillapur, 1.43 Cr,"5,984 / sq ft"
476,BUILDER,3 BHK Villa,Gagillapur, 1.48 Cr,"5,992 / sq ft"
477,BUILDER,2 BHK Apartment,Uppal Kalan, 60.7 L,"5,705 / sq ft"
478,BUILDER,3 BHK Apartment,Uppal Kalan, 97.18 L,"5,700 / sq ft"
479,BUILDER,3 BHK Apartment,Uppal Kalan, 78.66 L,"5,700 / sq ft"
480,BUILDER,2 BHK Apartment,Uppal Kalan, 68.11 L,"5,700 / sq ft"
481,BUILDER,3 BHK Apartment,Uppal Kalan, 1.02 Cr,"5,700 / sq ft"
482,BUILDER,3 BHK Apartment,Uppal Kalan, 92.91 L,"5,700 / sq ft"
483,BUILDER,Residential Plot,Shamshabad, 2.43 Cr,"5,333 / sq ft"
484,BUILDER,Residential Plot,Shamshabad, 2.43 Cr,"5,333 / sq ft"
485,BUILDER,Residential Plot,Shamshabad, 1.21 Cr,"5,333 / sq ft"
486,BUILDER,Residential Plot,Shamshabad, 1.21 Cr,"5,333 / sq ft"
487,BUILDER,Residential Plot,Shamshabad, 6.07 Cr,"5,333 / sq ft"
488,BUILDER,Residential Plot,Shamshabad, 6.07 Cr,"5,333 / sq ft"
489,BUILDER,Residential Plot,Shamshabad, 3.93 Cr,"5,333 / sq ft"
490,BUILDER,Residential Plot,Shamshabad, 3.93 Cr,"5,333 / sq ft"
491,BUILDER,Residential Plot,Shamshabad, 2.88 Cr,"5,333 / sq ft"
492,BUILDER,Residential Plot,Shamshabad, 2.88 Cr,"5,333 / sq ft"
493,BUILDER,Residential Plot,Shamshabad, 2.94 Cr,"5,333 / sq ft"
494,BUILDER,Residential Plot,Shamshabad, 2.94 Cr,"5,333 / sq ft"
495,BUILDER,Residential Plot,Shamshabad, 8.18 Cr,"5,333 / sq ft"
496,BUILDER,Residential Plot,Shamshabad, 8.18 Cr,"5,333 / sq ft"
497,BUILDER,Residential Plot,Shamshabad, 2.81 Cr,"5,333 / sq ft"
498,BUILDER,Residential Plot,Shamshabad, 2.81 Cr,"5,333 / sq ft"
499,BUILDER,Residential Plot,Shamshabad, 2.37 Cr,"5,333 / sq ft"
500,BUILDER,Residential Plot,Shamshabad, 2.37 Cr,"5,333 / sq ft"
501,BUILDER,Residential Plot,Shamshabad, 2.81 Cr,"5,333 / sq ft"
502,BUILDER,Residential Plot,Shamshabad, 2.81 Cr,"5,333 / sq ft"
503,BUILDER,Residential Plot,Shamshabad, 1.95 Cr,"5,334 / sq ft"
504,BUILDER,Residential Plot,Shamshabad, 1.95 Cr,"5,334 / sq ft"
505,BUILDER,Residential Plot,Shamshabad, 2.68 Cr,"5,333 / sq ft"
506,BUILDER,Residential Plot,Shamshabad, 2.68 Cr,"5,333 / sq ft"
507,BUILDER,Residential Plot,Shamshabad, 3.07 Cr,"5,333 / sq ft"
508,BUILDER,Residential Plot,Shamshabad, 3.07 Cr,"5,333 / sq ft"
509,BUILDER,Residential Plot,Shamshabad, 5.12 Cr,"5,333 / sq ft"
510,BUILDER,Residential Plot,Shamshabad, 5.12 Cr,"5,333 / sq ft"
511,BUILDER,Residential Plot,Shamshabad, 1.28 Cr,"5,333 / sq ft"
512,BUILDER,Residential Plot,Shamshabad, 1.28 Cr,"5,333 / sq ft"
513,BUILDER,Residential Plot,Shamshabad, 2.56 Cr,"5,333 / sq ft"
514,BUILDER,Residential Plot,Shamshabad, 2.56 Cr,"5,333 / sq ft"
515,BUILDER,Residential Plot,Shamshabad, 5.62 Cr,"5,333 / sq ft"
516,BUILDER,Residential Plot,Shamshabad, 5.62 Cr,"5,333 / sq ft"
517,BUILDER,Residential Plot,Shamshabad, 1.32 Cr,"5,334 / sq ft"
518,BUILDER,Residential Plot,Shamshabad, 1.32 Cr,"5,334 / sq ft"
519,BUILDER,Residential Plot,Shamshabad, 1.9 Cr,"5,334 / sq ft"
520,BUILDER,Residential Plot,Shamshabad, 1.9 Cr,"5,334 / sq ft"
521,BUILDER,3 BHK Apartment,Patighanpur, 1.03 Cr,"5,501 / sq ft"
522,BUILDER,2 BHK Apartment,Patighanpur, 70.66 L,"5,499 / sq ft"
523,BUILDER,3 BHK Apartment,Patighanpur, 1.03 Cr,"5,501 / sq ft"
524,BUILDER,2 BHK Apartment,Patighanpur, 70.66 L,"5,499 / sq ft"
525,BUILDER,3 BHK Apartment,Patighanpur, 87.15 L,"5,499 / sq ft"
526,BUILDER,3 BHK Apartment,Patighanpur, 87.15 L,"5,499 / sq ft"
527,BUILDER,3 BHK Apartment,Patighanpur, 93.48 L,"5,499 / sq ft"
528,BUILDER,3 BHK Apartment,Patighanpur, 93.48 L,"5,499 / sq ft"
529,BUILDER,3 BHK Villa,Shankarpalli, 1.44 Cr,"5,862 / sq ft"
530,BUILDER,3 BHK Apartment,Saroor Nagar, 1.41 Cr,"6,500 / sq ft"
531,BUILDER,3 BHK Apartment,Saroor Nagar, 1.26 Cr,"6,500 / sq ft"
532,BUILDER,2 BHK Apartment,Saroor Nagar, 77.67 L,"6,500 / sq ft"
533,BUILDER,3 BHK Apartment,Saroor Nagar, 1.09 Cr,"6,500 / sq ft"
534,BUILDER,3 BHK Apartment,Saroor Nagar, 1.14 Cr,"6,500 / sq ft"
535,BUILDER,3 BHK Apartment,Saroor Nagar, 1.64 Cr,"6,500 / sq ft"
536,BUILDER,3 BHK Apartment,Saroor Nagar, 1.6 Cr,"6,500 / sq ft"
537,BUILDER,3 BHK Apartment,Saroor Nagar, 1.34 Cr,"6,500 / sq ft"
538,BUILDER,3 BHK Apartment,Nanakramguda, 1.29 Cr,"7,599 / sq ft"
539,BUILDER,2 BHK Apartment,Nanakramguda, 99.92 L,"7,599 / sq ft"
540,BUILDER,2 BHK Apartment,Nanakramguda, 99.92 L,"7,599 / sq ft"
541,BUILDER,4 BHK Apartment,Nanakramguda, 1.69 Cr,"7,599 / sq ft"
542,BUILDER,4 BHK Apartment,Nanakramguda, 1.69 Cr,"7,599 / sq ft"
543,BUILDER,3 BHK Apartment,Nanakramguda, 1.13 Cr,"7,599 / sq ft"
544,BUILDER,3 BHK Apartment,Nanakramguda, 1.13 Cr,"7,599 / sq ft"
545,AGENT,2 BHK Apartment,Kollur, 76.3 L,"5,299 / sq ft"
546,AGENT,2 BHK Apartment,Kollur, 81.07 L,"5,299 / sq ft"
547,AGENT,2 BHK Apartment,Kollur, 76.3 L,"5,299 / sq ft"
548,AGENT,2 BHK Apartment,Kollur, 81.07 L,"5,299 / sq ft"
549,AGENT,2 BHK Apartment,Kollur, 76.3 L,"5,299 / sq ft"
550,AGENT,2 BHK Apartment,Kollur, 81.07 L,"5,299 / sq ft"
551,AGENT,2 BHK Apartment,Kollur, 72.59 L,"5,299 / sq ft"
552,AGENT,2 BHK Apartment,Kollur, 72.59 L,"5,299 / sq ft"
553,AGENT,3 BHK Apartment,Kollur, 90.61 L,"5,299 / sq ft"
554,AGENT,3 BHK Apartment,Kollur, 90.61 L,"5,299 / sq ft"
555,AGENT,2 BHK Apartment,Kollur, 86.1 L,"5,299 / sq ft"
556,AGENT,2 BHK Apartment,Kollur, 86.1 L,"5,299 / sq ft"
557,AGENT,2 BHK Apartment,Kollur, 71.53 L,"5,299 / sq ft"
558,AGENT,2 BHK Apartment,Kollur, 71.53 L,"5,299 / sq ft"
559,AGENT,3 BHK Apartment,Kollur, 1.15 Cr,"5,299 / sq ft"
560,AGENT,3 BHK Apartment,Kollur, 1.15 Cr,"5,299 / sq ft"
561,AGENT,3 BHK Apartment,Kollur, 86.1 L,"5,299 / sq ft"
562,AGENT,3 BHK Apartment,Kollur, 86.1 L,"5,299 / sq ft"
563,AGENT,2 BHK Apartment,Kollur, 77.1 L,"5,299 / sq ft"
564,AGENT,2 BHK Apartment,Kollur, 77.1 L,"5,299 / sq ft"
565,AGENT,3 BHK Apartment,Kollur, 1.08 Cr,"5,299 / sq ft"
566,AGENT,3 BHK Apartment,Kollur, 1.08 Cr,"5,299 / sq ft"
567,AGENT,3 BHK Apartment,Kollur, 1.34 Cr,"5,299 / sq ft"
568,AGENT,3 BHK Apartment,Kollur, 1.34 Cr,"5,299 / sq ft"
569,AGENT,3 BHK Apartment,Kollur, 96.7 L,"5,299 / sq ft"
570,AGENT,3 BHK Apartment,Kollur, 96.7 L,"5,299 / sq ft"
571,BUILDER,3 BHK Apartment,Pragathi Nagar Kukatpally, 95.81 L,"5,199 / sq ft"
572,BUILDER,2 BHK Apartment,Pragathi Nagar Kukatpally, 68.21 L,"5,199 / sq ft"
573,BUILDER,2 BHK Apartment,Pragathi Nagar Kukatpally, 68.21 L,"5,199 / sq ft"
574,BUILDER,3 BHK Apartment,Pragathi Nagar Kukatpally, 95.81 L,"5,199 / sq ft"
575,BUILDER,3 BHK Apartment,Pragathi Nagar Kukatpally, 95.81 L,"5,199 / sq ft"
576,BUILDER,3 BHK Apartment,Pragathi Nagar Kukatpally, 88.95 L,"5,199 / sq ft"
577,BUILDER,3 BHK Apartment,Pragathi Nagar Kukatpally, 88.95 L,"5,199 / sq ft"
578,BUILDER,3 BHK Apartment,Pragathi Nagar Kukatpally, 1.01 Cr,"5,199 / sq ft"
579,BUILDER,3 BHK Apartment,Pragathi Nagar Kukatpally, 1.01 Cr,"5,199 / sq ft"
580,BUILDER,2 BHK Apartment,Kollur, 55.23 L,"4,999 / sq ft"
581,BUILDER,2 BHK Apartment,Kollur, 55.23 L,"4,999 / sq ft"
582,BUILDER,3 BHK Apartment,Sainikpuri, 1.3 Cr,"6,100 / sq ft"
583,BUILDER,2 BHK Apartment,Jeedimetla, 81.16 L,"5,400 / sq ft"
584,BUILDER,3 BHK Apartment,Jeedimetla, 95.85 L,"5,400 / sq ft"
585,BUILDER,3 BHK Apartment,Jeedimetla, 1.05 Cr,"5,400 / sq ft"
586,BUILDER,3 BHK Apartment,Jeedimetla, 1.01 Cr,"5,400 / sq ft"
587,BUILDER,2 BHK Apartment,Jeedimetla, 76.73 L,"5,400 / sq ft"
588,BUILDER,3 BHK Apartment,Jeedimetla, 98.92 L,"5,400 / sq ft"
589,BUILDER,3 BHK Apartment,Jeedimetla, 1.08 Cr,"5,400 / sq ft"
590,BUILDER,2 BHK Apartment,Jeedimetla, 79.54 L,"5,400 / sq ft"
591,BUILDER,3 BHK Apartment,Jeedimetla, 94.23 L,"5,400 / sq ft"
592,BUILDER,3 BHK Apartment,Jeedimetla, 1.1 Cr,"5,400 / sq ft"
593,BUILDER,3 BHK Apartment,Jeedimetla, 99.9 L,"5,400 / sq ft"
594,BUILDER,2 BHK Apartment,Jeedimetla, 71.55 L,"5,400 / sq ft"
595,BUILDER,2 BHK Apartment,Jeedimetla, 78.62 L,"5,400 / sq ft"
596,BUILDER,2 BHK Apartment,Jeedimetla, 85.64 L,"5,400 / sq ft"
597,BUILDER,2 BHK Apartment,Jeedimetla, 75.49 L,"5,400 / sq ft"
598,BUILDER,2 BHK Apartment,Jeedimetla, 71.76 L,"5,400 / sq ft"
599,VERIFIED OWNER,2 BHK Apartment,Kollur, 75.5 L,"5,000 / sq ft"
600,VERIFIED OWNER,4 BHK Villa,Manneguda, 3 Cr,"9,490 / sq ft"
601,VERIFIED OWNER,4 BHK Apartment,Hitech City, 2.46 Cr,"9,148 / sq ft"
602,VERIFIED OWNER,2 BHK Apartment,Bachupally, 68 L,"5,643 / sq ft"
603,VERIFIED OWNER,4 BHK Apartment,Habsiguda, 55 L,"5,233 / sq ft"
604,AGENT,Residential Plot,Kamkole, 36 L,"1,777 / sq ft"
605,AGENT,3 BHK Apartment,Kompally, 85.09 L,"4,602 / sq ft"
606,AGENT,2 BHK Apartment,Kompally, 54.05 L,"4,600 / sq ft"
607,AGENT,3 BHK Apartment,Kompally, 78.19 L,"4,602 / sq ft"
608,AGENT,3 BHK Apartment,Kompally, 68.99 L,"4,602 / sq ft"
609,AGENT,3 BHK Apartment,Kompally, 68.96 L,"4,600 / sq ft"
610,AGENT,2 BHK Apartment,Kompally, 55.19 L,"4,603 / sq ft"
611,AGENT,3 BHK Apartment,Kompally, 75.9 L,"4,600 / sq ft"
612,AGENT,3 BHK Apartment,Kompally, 71.3 L,"4,600 / sq ft"
613,AGENT,3 BHK Apartment,Kompally, 83.71 L,"4,602 / sq ft"
614,BUILDER,3 BHK Apartment,Bachupally, 1.16 Cr,"5,990 / sq ft"
615,BUILDER,2 BHK Apartment,Bachupally, 82.66 L,"5,990 / sq ft"
616,BUILDER,3 BHK Apartment,Bachupally, 1.4 Cr,"5,990 / sq ft"
617,BUILDER,3 BHK Apartment,Bachupally, 1.32 Cr,"5,990 / sq ft"
618,BUILDER,3 BHK Apartment,Mallapur, 56.24 L,"4,999 / sq ft"
619,VERIFIED OWNER,Residential Plot,Taramatipet, 39.58 L,"2,166 / sq ft"
620,VERIFIED OWNER,Residential Plot,Shadnagar, 40 L,"1,777 / sq ft"
621,VERIFIED OWNER,Residential Plot,Sadashivpet, 20 L,"1,214 / sq ft"
622,VERIFIED OWNER,Residential Plot,Tallagudem, 11.25 L,833 / sq ft
623,AGENT,Residential Plot,Sadashivpet, 48.75 L,"1,444 / sq ft"
624,AGENT,Residential Plot,Sadashivpet, 45.5 L,"1,444 / sq ft"
625,AGENT,Residential Plot,Sadashivpet, 42.25 L,"1,444 / sq ft"
626,AGENT,Residential Plot,Sadashivpet, 39 L,"1,444 / sq ft"
627,AGENT,Residential Plot,Sadashivpet, 35.75 L,"1,444 / sq ft"
